account_number,bad_flag
100084,0.021428701179434947
100085,0.05366720139296411
100086,0.0053377312774376875
100087,0.024045840698137887
100088,0.005436643362136721
100089,0.07013568745894058
100090,0.05285130741304933
100091,0.13625428415336555
100092,0.08785616574403951
100093,0.06926855508642209
100094,0.020746536705161966
100095,0.12529501671238427
100096,0.0050043259246267836
100097,0.027077538558974157
100098,0.03957599182844841
100099,0.16116331165877695
100100,0.14173613978726465
100101,0.02287687038867795
100102,0.01671812773043327
100103,0.014230344849950855
100104,0.0069899907418610584
100105,0.011094987769304305
100106,0.01559140320225726
100107,0.05906320551001813
100108,0.00368095571408553
100109,0.00809418838924555
100110,0.007059746492804173
100111,0.03757920148509804
100112,0.009379622112689065
100113,0.011605734422683148
100114,0.06705819072108109
100115,0.011790076296693649
100116,0.0927122144279898
100117,0.020631430970992536
100118,0.012313073246127699
100119,0.08700858707638992
100120,0.014289754050890658
100121,0.17529130840672552
100122,0.01793761951669323
100123,0.026048688090909326
100124,0.005407625460649407
100125,0.06091398880872021
100126,0.006338500991127211
100127,0.011412610999575796
100128,0.045873392427728164
100129,0.008879013049380782
100130,0.06980970767622899
100131,0.005904746893840181
100132,0.007872314463948106
100133,0.018017511462543115
100134,0.006060053833942057
100135,0.009259592657165989
100136,0.0948613246615109
100137,0.0794768761091284
100138,0.04884992073836849
100139,0.003598049399227004
100140,0.02056468245821681
100141,0.006591061284212608
100142,0.13911898775208906
100143,0.005444801866661075
100144,0.14573739817979459
100145,0.055983413080089195
100146,0.017802388579013877
100147,0.1266454346501989
100148,0.006803247367122909
100149,0.03722258325412629
100150,0.12584846224187357
100151,0.09680473667007918
100152,0.006840128393435644
100153,0.03555082084535495
100154,0.026098225763583085
100155,0.022802019397790363
100156,0.003454013952061766
100157,0.20626580018147583
100158,0.049402584462641314
100159,0.08832908415273977
100160,0.013738050560658502
100161,0.00895122793134662
100162,0.012214044578509189
100163,0.036148510968924144
100164,0.2779610764756888
100165,0.011356683057542484
100166,0.006752960691693143
100167,0.08911090977560751
100168,0.009645260695679257
100169,0.02289694930764491
100170,0.36002653617091007
100171,0.038619898493845756
100172,0.005398929996069021
100173,0.05993115472834573
100174,0.1215254909863502
100175,0.07411518891367579
100176,0.0040574677790871086
100177,0.0630295564323638
100178,0.04492523741068726
100179,0.015684086167574395
100180,0.012143728725377894
100181,0.027916798815519013
100182,0.036579105061694636
100183,0.007568279940920029
100184,0.11610830557923574
100185,0.025805450065590627
100186,0.01317071025577534
100187,0.13520623586305536
100188,0.5155236414169573
100189,0.022122268096757595
100190,0.016929238990464557
100191,0.005456747541051178
100192,0.0054692278213740765
100193,0.05122685832831976
100194,0.003887030787715122
100195,0.10883233193707412
100196,0.005603113934309544
100197,0.003126954766356507
100198,0.08655555673598711
100199,0.00845879452006012
100200,0.042140046913343526
100201,0.1322254179356151
100202,0.028272918558157556
100203,0.03509103016461464
100204,0.021713605956474855
100205,0.019039225599957132
100206,0.01412738528272332
100207,0.02818075646878268
100208,0.010988894828451876
100209,0.008120214152051294
100210,0.28659556440824446
100211,0.1853136747447635
100212,0.02311793565393486
100213,0.030841492258651848
100214,0.0702272022371568
100215,0.014798850479911547
100216,0.15105823930748047
100217,0.0088058394258266
100218,0.07930465187904077
100219,0.008959954251448719
100220,0.057867750690393426
100221,0.05590409677228514
100222,0.00482629448641175
100223,0.5944079800324112
100224,0.006061659301705681
100225,0.005408106889494108
100226,0.012073089205097596
100227,0.019482343921097295
100228,0.1042372399337709
100229,0.03523446999807024
100230,0.018264783497014363
100231,0.02120528337332539
100232,0.042497695451804623
100233,0.0052720490232302675
100234,0.007713133134298259
100235,0.018101987794085936
100236,0.028633839830850917
100237,0.034627169848230666
100238,0.07106088743554581
100239,0.004341257180397949
100240,0.02307927108734193
100241,0.04445639279118918
100242,0.004236133665278558
100243,0.026508509880483547
100244,0.019970746506672084
100245,0.007833776919719154
100246,0.013710274150820378
100247,0.05763264358450014
100248,0.048373440571850196
100249,0.03768857845290769
100250,0.012254417020034195
100251,0.04299508498977048
100252,0.02023208014099544
100253,0.011153494198347012
100254,0.010955526131730502
100255,0.10237708578123002
100256,0.02516695360339892
100257,0.007313902800775308
100258,0.019503991381554894
100259,0.05850790440340563
100260,0.041409250975674265
100261,0.013772742207236559
100262,0.16724598523633108
100263,0.007853136037264345
100264,0.009679396798361353
100265,0.01097353677323806
100266,0.10608041392136039
100267,0.04186478210805199
100268,0.03727224924813151
100269,0.004081378422819677
100270,0.05770494224396291
100271,0.021472763340959385
100272,0.005654298578420949
100273,0.047852536497713094
100274,0.00475939227907022
100275,0.07416923454280691
100276,0.08157849605264136
100277,0.09227274951135855
100278,0.07031957612285561
100279,0.09223832368300028
100280,0.43783182517372354
100281,0.06417011302381183
100282,0.024376769063647143
100283,0.04635182940255454
100284,0.099165092450202
100285,0.05286828255647324
100286,0.00727220314011115
100287,0.09866843959333271
100288,0.03383332090749912
100289,0.08351528812520284
100290,0.013003790610135943
100291,0.023614366097271876
100292,0.0032674727570854464
100293,0.011380760409108785
100294,0.00676235247048324
100295,0.019357089606094606
100296,0.05834486680729678
100297,0.009500065371100132
100298,0.6369852202413434
100299,0.009236026118879557
100300,0.03388836137679346
100301,0.008682570543404523
100302,0.0609881218920633
100303,0.05267781756959884
100304,0.04598208005850782
100305,0.0508453064513221
100306,0.018978436926090192
100307,0.02395387151225981
100308,0.026576620515881423
100309,0.005899664382426156
100310,0.20753171362461217
100311,0.02526932020146563
100312,0.1486324866287429
100313,0.00676366004654284
100314,0.007427468997744643
100315,0.003985398702535749
100316,0.00412533019093136
100317,0.008803473916231153
100318,0.09092987542515082
100319,0.01440833869274655
100320,0.010989158991616108
100321,0.005611615164870992
100322,0.018847723737958427
100323,0.014698322373031258
100324,0.019304495745941893
100325,0.007898779401073803
100326,0.04861793688803434
100327,0.00474608426290806
100328,0.03575926034607735
100329,0.005258420996925792
100330,0.01631348897412354
100331,0.0943376102886983
100332,0.004667886278606496
100333,0.017142734389703523
100334,0.11050522040987437
100335,0.004781920415035514
100336,0.1371947478398724
100337,0.042333491859652975
100338,0.3067204904248262
100339,0.01157398155781813
100340,0.10218934915940248
100341,0.004708815007291431
100342,0.010823164674554478
100343,0.08817379613767301
100344,0.010577760984512095
100345,0.009341519764730428
100346,0.009447687958407874
100347,0.10275023539952363
100348,0.36737162947826746
100349,0.004870420976973277
100350,0.029932304838428417
100351,0.031243548777002954
100352,0.1529868512455221
100353,0.014525076620966523
100354,0.005438096767045444
100355,0.013371694409457617
100356,0.03137701197187773
100357,0.0607284039228636
100358,0.012248334911386934
100359,0.06652672521543646
100360,0.19652095609082865
100361,0.03614955322605778
100362,0.0043832241179264965
100363,0.018006253353926027
100364,0.029943559811021012
100365,0.005369088421095805
100366,0.06992559514779544
100367,0.022014887327874957
100368,0.0035654543575417185
100369,0.008371438318987241
100370,0.004797878119081301
100371,0.3551817181068093
100372,0.02398297207828174
100373,0.02285523263443264
100374,0.021259801572319645
100375,0.04047459972457548
100376,0.0157271571801478
100377,0.02089557044202653
100378,0.10453781590972916
100379,0.019783339859822398
100380,0.020860321930636395
100381,0.1784495354503125
100382,0.015386561646043954
100383,0.4963530467317982
100384,0.12568023702888373
100385,0.04111558728176148
100386,0.031753396589779236
100387,0.019037338643228378
100388,0.029341951026870518
100389,0.016595312916315615
100390,0.0734331535015793
100391,0.04997272332115582
100392,0.02501954268169733
100393,0.0156923751767693
100394,0.020629291817962803
100395,0.015450144275169235
100396,0.049502948890291935
100397,0.029583322914400714
100398,0.005862351674863361
100399,0.1013256744537598
100400,0.004275560913152708
100401,0.00815162282467949
100402,0.00543035435382145
100403,0.02257664602561179
100404,0.03061566014616893
100405,0.02253571719475047
100406,0.022386898707655773
100407,0.010586917874460519
100408,0.07532178336890742
100409,0.017580326640101233
100410,0.0376680311155239
100411,0.06647053133177366
100412,0.005052357075358041
100413,0.013249741247132197
100414,0.002999479028670209
100415,0.00504907509652658
100416,0.020151040443682124
100417,0.06731239051363408
100418,0.006484373702953704
100419,0.03815232422187176
100420,0.13730567361763635
100421,0.003293673468207412
100422,0.007318222900147245
100423,0.0063441116700943215
100424,0.08494715751355314
100425,0.05173364750856682
100426,0.009411279279707224
100427,0.10396225399957235
100428,0.004865950284252037
100429,0.02886164037183124
100430,0.007156613761228417
100431,0.024719791342475643
100432,0.012934254326014463
100433,0.02109944788724918
100434,0.2906048325184701
100435,0.07417304760081268
100436,0.09424605774252894
100437,0.057548952067788976
100438,0.0690788530372856
100439,0.12500129752835148
100440,0.10507470155564289
100441,0.14733517870175328
100442,0.007698688483343641
100443,0.021203391766003617
100444,0.005513735056348681
100445,0.011776326965458675
100446,0.0052633721762333505
100447,0.026669287912572268
100448,0.004165035253074925
100449,0.023493102812813752
100450,0.0030430150837972344
100451,0.006617808173434079
100452,0.008501623302038902
100453,0.0259945830329964
100454,0.0039852370186951236
100455,0.012690534982880626
100456,0.012226432806576034
100457,0.008110576519643727
100458,0.004509240421571067
100459,0.008985265871186688
100460,0.007405362660792643
100461,0.033804331633373444
100462,0.0060943873129468
100463,0.10010064246850281
100464,0.066340197448663
100465,0.003212342589410459
100466,0.027054481551089055
100467,0.03131966857927588
100468,0.13174508397695425
100469,0.0059794605731331146
100470,0.2433886299448692
100471,0.023217030068531156
100472,0.10894996305436941
100473,0.004916149541547208
100474,0.09303894170310271
100475,0.06864378557848103
100476,0.004462813927759026
100477,0.028402325146094164
100478,0.03371883438124857
100479,0.009032929133566167
100480,0.01869179603595841
100481,0.0093530655872941
100482,0.0059498295533978365
100483,0.029765006268085974
100484,0.08986464025621922
100485,0.040795223131400785
100486,0.06104362855964149
100487,0.006304596094690088
100488,0.01638786061764347
100489,0.017928784379310534
100490,0.20480586068279466
100491,0.06936056017658424
100492,0.005159768316299864
100493,0.004447424134744381
100494,0.01665733073147742
100495,0.00879578977296115
100496,0.03384541877443962
100497,0.051032176357190026
100498,0.043904815624984966
100499,0.010460907677915098
100500,0.007155734071232346
100501,0.0663237152338009
100502,0.033961859644835404
100503,0.14554036141341908
100504,0.0463588103966235
100505,0.025363432925761493
100506,0.05003118262075881
100507,0.031239151761220607
100508,0.03355038096611171
100509,0.0036263564652109226
100510,0.2358002018226903
100511,0.06434184923565706
100512,0.0978654022613632
100513,0.09835350075015904
100514,0.021425253193322717
100515,0.004244225666504409
100516,0.006314445201289551
100517,0.06657977524384112
100518,0.009101282607190356
100519,0.0032255379211914405
100520,0.03326101354838426
100521,0.004451236821281588
100522,0.055145433343954484
100523,0.017714205024950087
100524,0.04270191348894592
100525,0.04084036346191561
100526,0.13404522759091708
100527,0.044933100568670226
100528,0.024412427466111688
100529,0.021053237068404205
100530,0.06022817211843581
100531,0.01736500946572635
100532,0.06666910267981382
100533,0.06132213519033651
100534,0.01933741192694332
100535,0.06719039807372998
100536,0.056274039912032676
100537,0.0056507590648575
100538,0.07692511528354634
100539,0.0383483381731443
100540,0.03481302462041113
100541,0.011256760930196147
100542,0.05529060404072328
100543,0.04135362845689658
100544,0.013363847692551632
100545,0.005097925798703954
100546,0.0921393178015729
100547,0.0337581483281738
100548,0.2804328206674678
100549,0.10492069512080887
100550,0.01881895419033424
100551,0.029902888664488404
100552,0.20580840288412444
100553,0.014674236588707451
100554,0.0078035407147784685
100555,0.014376876653852145
100556,0.013941289246686622
100557,0.19084358582849864
100558,0.038514645593367994
100559,0.011312589158882495
100560,0.0153192927095839
100561,0.1717260570644577
100562,0.012552440955780678
100563,0.01669071325643145
100564,0.0789297149992892
100565,0.012080547442939439
100566,0.15062525575620245
100567,0.05322051657603388
100568,0.045265904277317
100569,0.07955248040535347
100570,0.01734915045071566
100571,0.04080631415801751
100572,0.022998182685911264
100573,0.31083053270020755
100574,0.004782437199445811
100575,0.029411977495760983
100576,0.04035563556174082
100577,0.0053166921600789965
100578,0.2117318460915369
100579,0.02379147612820287
100580,0.04736400735273753
100581,0.04127239423798358
100582,0.013332914863484192
100583,0.15120042804070893
100584,0.0655980623050709
100585,0.014788245575515772
100586,0.024443464245336558
100587,0.03251095608216713
100588,0.06154668451596232
100589,0.018678050276741673
100590,0.043657999040527466
100591,0.008125075939945253
100592,0.014698996976736121
100593,0.02222136189714066
100594,0.006288541425717909
100595,0.2091623359595394
100596,0.017454596531959708
100597,0.13890142432625033
100598,0.07895563402462655
100599,0.04084126135854611
100600,0.04509605032802759
100601,0.018333816092353294
100602,0.01863563270307915
100603,0.012150437025540108
100604,0.026001607117546385
100605,0.006832553524363591
100606,0.03125423068388352
100607,0.02161205258862435
100608,0.08566251060839679
100609,0.004993599410143417
100610,0.006401278376316992
100611,0.01446760799170453
100612,0.059578114044042466
100613,0.01469532324304048
100614,0.0208517424036565
100615,0.014251052593838019
100616,0.005317607041938375
100617,0.01307740568871829
100618,0.021268607489229447
100619,0.005991293015297857
100620,0.006921345297952757
100621,0.12182485095223862
100622,0.012219013108587147
100623,0.06518712120146002
100624,0.004494495819133687
100625,0.004221399799381084
100626,0.02327249948600254
100627,0.10718740223378884
100628,0.03754037638730693
100629,0.01625721770197107
100630,0.0037794605028556227
100631,0.021595244100894948
100632,0.011855821013123371
100633,0.00761618640852567
100634,0.18982889068686654
100635,0.0056480685974412675
100636,0.06243944230813214
100637,0.5893784517211279
100638,0.010570595403705736
100639,0.036543152743628876
100640,0.007436639434935844
100641,0.04762170001923083
100642,0.008458831215624466
100643,0.1552447614255087
100644,0.01819172648746943
100645,0.00697378461856773
100646,0.1750862114084886
100647,0.07689443431604848
100648,0.0447754122258334
100649,0.004657787540232359
100650,0.005004637391835329
100651,0.003743462399899153
100652,0.03589829767814884
100653,0.06116276640202245
100654,0.044930628337408074
100655,0.02115812386949003
100656,0.005004753343403747
100657,0.019383873793523076
100658,0.012748623824729459
100659,0.031258410555175656
100660,0.08065633740252562
100661,0.03356270864347685
100662,0.010377829036464751
100663,0.004757474765738045
100664,0.3229087836541274
100665,0.09433038166950447
100666,0.009697234435927671
100667,0.12747357801293596
100668,0.03586956798186767
100669,0.09077877681716193
100670,0.010209351669739537
100671,0.003440040796924693
100672,0.10104173937978722
100673,0.0653232311183207
100674,0.07563767449715819
100675,0.009710096136673327
100676,0.016235989470741532
100677,0.02618490184903898
100678,0.06419211630253473
100679,0.03296984984906293
100680,0.031678629704954366
100681,0.0197214746779729
100682,0.003846213434624954
100683,0.0050078895779458055
100684,0.02931089398266864
100685,0.00837256422236736
100686,0.1733918055193477
100687,0.02568594256573396
100688,0.01887282300665366
100689,0.018411980522728764
100690,0.04700331636754383
100691,0.021402633377469168
100692,0.01656568411863263
100693,0.1538399881381911
100694,0.0409656181687527
100695,0.12994333451252063
100696,0.13050756531991609
100697,0.029664420089609705
100698,0.01694309528934467
100699,0.021499750958114114
100700,0.017552604825275885
100701,0.023826383936736577
100702,0.06412058272321308
100703,0.009148744047720963
100704,0.061913234416230645
100705,0.032382503997169854
100706,0.04739551262866479
100707,0.09529802117799747
100708,0.05699595904349342
100709,0.005744640601282504
100710,0.22032108951137624
100711,0.029540576814272346
100712,0.045298509963497255
100713,0.06385285185276787
100714,0.11645109649260102
100715,0.012245287943061643
100716,0.009614334117625615
100717,0.011475115093500842
100718,0.0042933100372244196
100719,0.005706591507293151
100720,0.020283562275725038
100721,0.09856993448051266
100722,0.08184426389542657
100723,0.03159479142599679
100724,0.12998399114387804
100725,0.014705656302538585
100726,0.005105347998904488
100727,0.049418675284798874
100728,0.07141548437348855
100729,0.011928573972478686
100730,0.0398913739555493
100731,0.023580818248977828
100732,0.025399679822613687
100733,0.020117445749137985
100734,0.005734711152864782
100735,0.0038321410434313764
100736,0.03478319366879312
100737,0.008022823366964332
100738,0.0856347865292386
100739,0.006996367289413982
100740,0.006396409822822011
100741,0.0397624329661457
100742,0.005780817986834179
100743,0.03858402422643266
100744,0.04438281983870635
100745,0.1162808850835135
100746,0.02118024575490508
100747,0.0360113546039354
100748,0.08056825793104216
100749,0.013041730450266477
100750,0.054981951024176995
100751,0.018023266579722343
100752,0.01764267952815041
100753,0.007125444452032295
100754,0.006275214167849497
100755,0.06293828141986577
100756,0.016236223246292925
100757,0.061560240825802456
100758,0.004177225336637241
100759,0.0070713346882162985
100760,0.03461466619706536
100761,0.021820923197396307
100762,0.07218108782469754
100763,0.007350456930904073
100764,0.005245988186864861
100765,0.014240538975522268
100766,0.005421684176011594
100767,0.05130632947401899
100768,0.05651841977285592
100769,0.024972306759724956
100770,0.015361424033347398
100771,0.17450385129568477
100772,0.030006939372808183
100773,0.02124991200588161
100774,0.010283667492186468
100775,0.026729806704412037
100776,0.09749081865868503
100777,0.008733884953345986
100778,0.04347469659998916
100779,0.04868799857575744
100780,0.06573219840569124
100781,0.005697802128945658
100782,0.0075854732992724355
100783,0.018462348861948037
100784,0.006020172223558317
100785,0.03300022626996845
100786,0.008229193988746024
100787,0.07001911904389507
100788,0.003760754017429742
100789,0.0049652249151724785
100790,0.004195150564377632
100791,0.04408584267919738
100792,0.0665076769033714
100793,0.46114401662741517
100794,0.004004780381570923
100795,0.03878132129181785
100796,0.03982508721103352
100797,0.023216719395517456
100798,0.20642987385532258
100799,0.007629415111354563
100800,0.17986063652626905
100801,0.038296367521970104
100802,0.025306172070155078
100803,0.025993467603076057
100804,0.012252866594870487
100805,0.016550056503090868
100806,0.05822932188154392
100807,0.03148471877083628
100808,0.021131041885284883
100809,0.021409972296963748
100810,0.008226550591623579
100811,0.007099347840750176
100812,0.012430306679134282
100813,0.03432279066684924
100814,0.010780982855022624
100815,0.03103494898140558
100816,0.03204928641000945
100817,0.07135201311473893
100818,0.014914426559013972
100819,0.02671945014968386
100820,0.0418731356426745
100821,0.016828579632655064
100822,0.0888690808399541
100823,0.5712338124864194
100824,0.051875923616119965
100825,0.04636439793783303
100826,0.005274955114589646
100827,0.04363406348917345
100828,0.0228008320877099
100829,0.006529953628564965
100830,0.005348113133750781
100831,0.01044497336839872
100832,0.02552569127927755
100833,0.024095018208212762
100834,0.03404680691679115
100835,0.013490981602814773
100836,0.03839179638263442
100837,0.04096130563828042
100838,0.12427263715805215
100839,0.008943449374200203
100840,0.008211260599373073
100841,0.0430160074391408
100842,0.03881617242107063
100843,0.11969032318783457
100844,0.08260535803575766
100845,0.05094060329850808
100846,0.05224619036364572
100847,0.0637362548998329
100848,0.02695809301557884
100849,0.006914441994483738
100850,0.05746688299261773
100851,0.13720403413960586
100852,0.03714509447413457
100853,0.10483929072602957
100854,0.2124330041853962
100855,0.06826253133798046
100856,0.025612705876619013
100857,0.03857088249312233
100858,0.09599878928507707
100859,0.005855222402589181
100860,0.007246946873326046
100861,0.00612961795973508
100862,0.03662120473307401
100863,0.01578909855657836
100864,0.016993886074578583
100865,0.024648529925945812
100866,0.03685802147690503
100867,0.023036501494378595
100868,0.01111943703599934
100869,0.0029922076863425702
100870,0.02533283250579601
100871,0.0034446986632589017
100872,0.007488669486750472
100873,0.03483491511572318
100874,0.01951993556893814
100875,0.0062345984430407266
100876,0.05577739478280189
100877,0.014466939687060518
100878,0.030503597206095464
100879,0.024364609950604514
100880,0.010036286846287814
100881,0.0170377833042384
100882,0.017045517854032584
100883,0.00522052858365645
100884,0.07590659545033249
100885,0.011322680704146878
100886,0.07177583283733933
100887,0.020383893561273247
100888,0.0772400136959962
100889,0.01937844812326937
100890,0.019659635614405774
100891,0.04103373999051918
100892,0.06039034409274626
100893,0.10841965865706785
100894,0.01258446966372979
100895,0.17161162508236738
100896,0.039813022642290516
100897,0.02803894821429164
100898,0.025705862669087212
100899,0.03165381404010896
100900,0.17030419703630778
100901,0.013309076667223042
100902,0.011135198035003444
100903,0.01748944045511774
100904,0.06413766063582599
100905,0.03162707429124849
100906,0.04799309176832539
100907,0.008819404617930137
100908,0.1090010801821378
100909,0.02112663879938624
100910,0.02433638801063859
100911,0.005193098721296155
100912,0.020588486024078215
100913,0.004856346638531781
100914,0.010038047357067016
100915,0.008275077182428533
100916,0.016109490322584026
100917,0.016223354726632118
100918,0.12321346771427663
100919,0.6619869429394043
100920,0.016802997744478517
100921,0.055628405564528464
100922,0.005496302228172539
100923,0.17206548666399324
100924,0.007299393247590796
100925,0.00760235394414968
100926,0.22771898115076983
100927,0.017596674976567354
100928,0.009172642551343002
100929,0.12714510883339064
100930,0.047995689897829784
100931,0.1655174878567131
100932,0.10359436242639652
100933,0.007740905585684686
100934,0.005128837025059303
100935,0.12705279023288035
100936,0.0054477740074531916
100937,0.023063564849240784
100938,0.29681757571008205
100939,0.004538191957278934
100940,0.023557552597475592
100941,0.008373373108446783
100942,0.013559873643209654
100943,0.10074211573368261
100944,0.1400470469207642
100945,0.010715525361549579
100946,0.005130748690264752
100947,0.021403555438989426
100948,0.015028891446893466
100949,0.24641360218583824
100950,0.006907045262290752
100951,0.0370932240910016
100952,0.03996634575435688
100953,0.023640072904147415
100954,0.05729390102562342
100955,0.027771193584909017
100956,0.011428693039628037
100957,0.10504616157838718
100958,0.020258744384909377
100959,0.019635419035473098
100960,0.00433877844509142
100961,0.024043479307292774
100962,0.032269393365527824
100963,0.006285880865636835
100964,0.007742005917100033
100965,0.010356065837265241
100966,0.004068516511055775
100967,0.015442158683686627
100968,0.0381349043815994
100969,0.0685118308814774
100970,0.018446730541850562
100971,0.0048202178081688035
100972,0.06639422127918349
100973,0.007248564625734026
100974,0.007994516659427273
100975,0.02669107777824853
100976,0.012427280269261841
100977,0.025514343775120248
100978,0.12479121838591961
100979,0.08070655288594325
100980,0.016287484398726862
100981,0.08033613418528528
100982,0.03676120577032713
100983,0.27662644425928584
100984,0.008774088258488159
100985,0.006217536483916644
100986,0.12561462927628106
100987,0.05707106632241636
100988,0.051301069949674025
100989,0.004502736046402303
100990,0.6386813901958479
100991,0.014221181177631381
100992,0.029104689643359126
100993,0.03531966145281871
100994,0.00736328943829512
100995,0.042176251150443315
100996,0.008679293757124649
100997,0.024443336463812693
100998,0.004219578109800677
100999,0.02413438870659438
101000,0.005150705245789446
101001,0.025157807237329896
101002,0.036284076548567135
101003,0.00909229186319389
101004,0.013324378845906074
101005,0.17773541371848375
101006,0.17599871653843113
101007,0.007332529644185437
101008,0.04533535577905187
101009,0.008939006155621529
101010,0.10426896481157352
101011,0.03183551690016874
101012,0.0329122398782394
101013,0.004415551136338507
101014,0.018769456913593628
101015,0.31385044978701926
101016,0.036931939007542214
101017,0.026840553271082503
101018,0.06800140173178718
101019,0.011723943169273865
101020,0.03121160289521706
101021,0.041010010967814876
101022,0.22980743935314188
101023,0.02088985767822389
101024,0.009056429613280619
101025,0.09525868530175152
101026,0.05959560650949245
101027,0.008722297026028445
101028,0.02121707699954935
101029,0.0179726734945756
101030,0.18914835065298952
101031,0.010400350900996697
101032,0.006495273844822475
101033,0.018730537752986772
101034,0.09831491517227078
101035,0.008423233849827665
101036,0.11258438107054528
101037,0.009358454163426696
101038,0.06472104645128607
101039,0.04626838068378382
101040,0.008453989620407526
101041,0.005511869795139061
101042,0.02940326136527526
101043,0.017531031435781625
101044,0.007172669142658331
101045,0.0043302828725312005
101046,0.005113147777411975
101047,0.01734747398511093
101048,0.004618441596656559
101049,0.21034205093710306
101050,0.033043631634067164
101051,0.0053138064629065585
101052,0.004942135276796395
101053,0.04226075204672047
101054,0.07513811818423591
101055,0.032429868627571606
101056,0.014929905973165947
101057,0.006526496808746455
101058,0.03674001959392379
101059,0.20853644546534092
101060,0.06317235359662571
101061,0.02725276369070325
101062,0.10163173205637552
101063,0.08264748932355015
101064,0.0050952679931242
101065,0.026808487101162518
101066,0.035628268451851186
101067,0.01716657701509152
101068,0.007169703163808892
101069,0.013247873551881279
101070,0.035144341949070644
101071,0.024856066193059998
101072,0.0047579880923564076
101073,0.04629919012103699
101074,0.09676794189886408
101075,0.11436922530396373
101076,0.018545982817030807
101077,0.03865098981541584
101078,0.11821986480492995
101079,0.005637887471139206
101080,0.011156911838203866
101081,0.004294002306330955
101082,0.004833257539051198
101083,0.024171912231904506
101084,0.086098261951811
101085,0.0075607906959572185
101086,0.004114699077507196
101087,0.019473377965000767
101088,0.060329776186711814
101089,0.023779107872628866
101090,0.04947287594524449
101091,0.15770723111275192
101092,0.016195837417305427
101093,0.012534146573475586
101094,0.28351060589210375
101095,0.11543622844051837
101096,0.012232141183072679
101097,0.012189257803825706
101098,0.05475484103481723
101099,0.18007588693019017
101100,0.027485348021847236
101101,0.0584995012852462
101102,0.04464796674660117
101103,0.02018336844785005
101104,0.016140095264032983
101105,0.018755635150476468
101106,0.011568767638433824
101107,0.02190641242346311
101108,0.021945219657000217
101109,0.03273376957448554
101110,0.09286741365446076
101111,0.04493377579299062
101112,0.007208113887101137
101113,0.05265134296190152
101114,0.176996977834722
101115,0.25888313237250715
101116,0.0036108554145983874
101117,0.15706681811562007
101118,0.04790181124663109
101119,0.16624924514945993
101120,0.10484681592203442
101121,0.045586508809035156
101122,0.030566017431346224
101123,0.1321969825422359
101124,0.15658114635753076
101125,0.20127135694774212
101126,0.04307831826126751
101127,0.005412504391893617
101128,0.018267791723880447
101129,0.09016214304295289
101130,0.0882495926774125
101131,0.05002936248816127
101132,0.01874760006446998
101133,0.050301514686759155
101134,0.10485657108728005
101135,0.023230206809276642
101136,0.020685045179222202
101137,0.08022627450188896
101138,0.011340335094217665
101139,0.07992009852667595
101140,0.004177074698256477
101141,0.2649048800320819
101142,0.36512167132146367
101143,0.011790499666664251
101144,0.046627196387409336
101145,0.04296057103894323
101146,0.04431644640953854
101147,0.13983687031638678
101148,0.008151068755543285
101149,0.00320579412143404
101150,0.009833605139650241
101151,0.055630545288075026
101152,0.0052087698834744085
101153,0.01327254906227605
101154,0.08812158411447191
101155,0.038070234303014
101156,0.03825248369593713
101157,0.024397547041034508
101158,0.1356277400391595
101159,0.017902251234551587
101160,0.14463475394568429
101161,0.011102402695968187
